	news_collected_time	news_title
28608	2015-03-29	Syria's Assad says Islamic State has expanded since start of U.S. air strikes
28609	2015-03-29	Democrat Martin O'Malley says presidency 'not some crown' for dynasty families ...
28610	2015-03-29	New York roller coaster mishap briefly strands riders
28611	2015-03-29	Duke pulls away from Gonzaga to reach 16th Final Four
28612	2015-03-29	Assad Dismisses Claims Government Used Chlorine on Syrians as 'Propaganda'
28613	2015-03-29	Timberlake Offers Positive Words at iHeartRadio Music Awards
28614	2015-03-29	With nuke talks in critical phase, Iran balks at shipping fuel
28615	2015-03-29	Church pastor in Lubitz's hometown says community stands by his family
28616	2015-03-29	Bodies pulled from site of East Village explosion
28617	2015-03-29	Recalling the crash: Stories from passengers aboard AC624
28618	2015-03-29	Powerful earthquake hits off Papua New Guinea
28619	2015-03-29	Assad 'open' to negotiations with US, says ISIS strengthening despite airstrikes
28620	2015-03-29	Cuomo Strikes Ethics Deal Setting Up New York Budget to Pass
28621	2015-03-29	'The Walking Dead' finale recap: The Wolves arrive, Morgan returns
28622	2015-03-29	The Rock, UFC's Ronda Rousey lay SmackDown on Triple H, Stephanie ...
28623	2015-03-29	Hometown pastor says community stands by co-pilot, family
28624	2015-03-29	Syria's Assad says Islamic State has expanded since start of US air strikes
28625	2015-03-29	Duke defeats Gonzaga, 66-52, for trip to Final Four
28626	2015-03-29	WrestleMania live results: Brock Lesnar loses title to... Seth Rollins
28627	2015-03-29	Anarchy Arrives in Indiana as America's 21st Century Religious War Heats Up
28628	2015-03-29	Small Tsunami Generated in Pacific After Earthquake
28629	2015-03-29	Australia imposes cockpit 'rule of two' after Germanwings crash
28630	2015-03-29	Coney Island roller coaster stalls, forcing riders to climb down
28631	2015-03-29	Duke Defeats Gonzaga to Advance to Its 16th Final Four
28632	2015-03-29	6 biggest moments at the iHeartRadio Awards
28633	2015-03-29	Negotiators race deadline in Iran talks
28634	2015-03-29	Recording Caught Germanwings Pilot Encouraging Co-Pilot to Use Bathroom
28635	2015-03-29	Air Canada plane landed short, hit antennas in Halifax accident
28636	2015-03-29	The 5 most shocking moments in the 'Walking Dead' season finale
28637	2015-03-29	Lincoln hopes Continental gets it back in driver's seat
28638	2015-03-29	Major 7.5 earthquake strikes off Papua New Guinea, tsunami warning issued
28639	2015-03-29	Bashar al-Assad, Syria president, says US-led strikes haven't slowed ISIS
28640	2015-03-29	Off-duty L.A. cop involved in Santa Clarita car-to-car shooting
28641	2015-03-29	'The Walking Dead' season finale: Luck runs out
28642	2015-03-29	Taylor Swift wins artist, song of the year at iHeartRadio Music Awards
28643	2015-03-30	Comicios regionales dan espacio político a la oposición boliviana
28644	2015-03-30	Quedan varados en lo alto de una montaña rusa en Nueva York
28645	2015-03-30	Crónica: El viaje de ida y vuelta de Andreas Lubitz a los Alpes franceses
28646	2015-03-30	"""Verdasco es un jugador de jerarquía"", sostiene Mónaco"
28647	2015-03-30	Suman 14 muertos por lluvias e inundaciones en Chile
28648	2015-03-30	George Jonas: How terrorism made tragic Germanwings crash possible
28649	2015-03-30	Assad 'open' to negotiations with US, says ISIS strengthening despite airstrikes
28650	2015-03-30	Focus shifts to cause of NYC explosion after 2 bodies found
28651	2015-03-30	Man suspected of shooting at off-duty LAPD officer detained
28652	2015-03-30	Get Set for Glitz and Glamor in Indianapolis in Star-Studded 2015 Final Four
28653	2015-03-30	Walking Dead Finale Recap: Did Rick Get to Stay in Alexandria?
28654	2015-03-30	Martin O'Malley: Presidency 'not some crown' to be passed to Clinton or Bush
28655	2015-03-30	Focus Shifts to Cause of NYC Explosion After 2 Bodies Found
28656	2015-03-30	Bashar al-Assad says US air strikes are not easing jihadist threat
28657	2015-03-30	'We just kicked the doors out and ran' Air Canada passengers on crash-landing ...
28658	2015-03-30	Gonzaga falls five minutes short of Final Four greatness
28659	2015-03-30	Martin O'Malley goes off on Hillary Clinton
28660	2015-03-30	Two shot, wounded in Cal State Los Angeles parking lot
28661	2015-03-30	Germanwings pilot heard screaming 'Open the goddamn door'
28662	2015-03-30	Quake Hits Papua New Guinea, Tsunami Warning Issued
28663	2015-03-30	LA police seeking missing Cal student
28664	2015-03-30	Two policemen shot, injured in Saudi capital
28665	2015-03-30	A look at former Israeli Premier Ehud Olmert's career
28666	2015-03-30	Martin O'Malley goes off on Hillary Clinton
28667	2015-03-30	DNA of 78 Germanwings crash victims found - One News
28668	2015-03-30	Arab League unveils joint forces to tackle the Yemen violence
28669	2015-03-30	Ex-Israeli PM guilty of corruption in retrial
28670	2015-03-30	Duke freshmen 'easy to mesh' into Final Four team
28671	2015-03-30	$50000 reward offered to find UC Berkeley student missing after USC frat party
28672	2015-03-30	Flood alerts issued in Kashmir as rivers cross danger mark
28673	2015-03-30	iafrica.com SA pilots at risk of breakdown?
28674	2015-03-30	Tsunami warning in Papua New Guinea after 7.7 earthquake
28675	2015-03-30	Ehud Olmert convicted in Talansky case retrial
28676	2015-03-30	Air Canada jet makes hard landing in snowstorm
28677	2015-03-30	Heavy rains trigger flood fears in Kashmir; 10 people buried alive
28678	2015-03-30	Airstrikes against Iranian-allied militia in Yemen go into fifth day
28679	2015-03-30	Small investors blame losses on brokers they once trusted
28680	2015-03-30	France local elections: Polls suggest Conservative win
28681	2015-03-30	Earthquake rocks Papua New Guinea and causes small tsunami
28682	2015-03-30	Saudi Arabian Diplomat Defends Yemen Strikes as 'War of Necessity'
28683	2015-03-30	Landing an aircraft in bad weather depends on many variables, but ultimately up to pilot
28684	2015-03-30	Kashmir flood: 16 feared trapped as two houses sink after Jhelum swells, relief ...
28685	2015-03-30	Coding Website GitHub Suffers 'Largest DDoS' Attack
28686	2015-03-30	US presidency 'not a crown'
28687	2015-03-30	Obama to headline Kennedy Institute dedication
28688	2015-03-30	Nigeria votes: Forget the candidates, democracy was the real winner
28689	2015-03-30	Ehud Olmert, Israeli Ex-Premier, Is Convicted of Fraud
28690	2015-03-30	Accident investigators begin work in earnest today in Halifax plane crash
28691	2015-03-30	Obama to headline dedication of Edward M. Kennedy Institute for the Senate
28692	2015-03-30	Indiana 'Religious Freedom' Law Scrutinized Ahead of Final Four
28693	2015-03-30	Nigeria election results due to start trickling in
28694	2015-03-30	Former Israeli Premier Olmert Convicted in Corruption Case
28695	2015-03-30	PunditFact: Indiana governor says Obama once voted for 'very same' religious freedom bill (w/video)
28696	2015-03-30	Two magnitude-six earthquakes hit off Samoa coast in Pacific Ocean, authorities say
28697	2015-03-30	World leaders' passport details released by immigration official
28698	2015-03-30	Knife attack kills Bangladesh blogger Washiqur Rahman
28699	2015-03-30	What led to the crash landing of AC624? 1:22
28700	2015-03-30	Analysis: Olmert as a warning to new Knesset members
28701	2015-03-30	8 dead, 10 injured in Florida canal
28702	2015-03-30	World leaders' passport details released by immigration official
28703	2015-03-30	Assailants Hack Another Bangladesh Blogger to Death / Sputnik International
28704	2015-03-30	National parks call on Americans to 'Find Your Park'
28705	2015-03-30	Van crash on Florida highway leaves eight dead: authorities
28706	2015-03-30	Strong quakes strike off South Pacific nation of Tonga
28707	2015-03-30	G20 leaders' personal details accidentally made public, Immigration Department confirms
28708	2015-03-30	Syrian president says IS is expanding despite airstrikes
28709	2015-03-30	10 Killed, Dozens Missing as Torrential Rains Trigger Landslides, Flooding in ...
28710	2015-03-30	Fact-Checking the Sunday Shows: March 29
28711	2015-03-30	Coding forum Github hit by cyber attack
28712	2015-03-30	Australian official 'accidentally' reveals details of Barack Obama and other world leaders
28713	2015-03-30	Syrian President Says IS Is Expanding Despite Airstrikes
28714	2015-03-30	Strong earthquakes strike off Tonga and Samoa
28715	2015-03-30	Institute honoring the late Sen. Kennedy to open in Boston
28716	2015-03-30	Florida church van crash kills 8
28717	2015-03-30	Australia Accidentally Leaked the Personal Information of All the G20 Leaders
28718	2015-03-30	JetBlue System Outage Leads to Long Lines, Delays
28719	2015-03-30	Air Canada AC624 crash: Too soon to blame pilots, safety expert says
28720	2015-03-30	Robin Williams' wife, children head to court in estate fight
28721	2015-03-30	ISIS images show new fanatics graduating from school of terror in Syria
28722	2015-03-30	Strong quakes strike off South Pacific islands: USGS
28723	2015-03-30	University Park girl, 5, found after Amber alert issued
28724	2015-03-30	Iran talks intensify with last-ditch attempt to reach agreement
28725	2015-03-30	Former prime minister of Israel, Ehud Olmert, found guilty in another case of corruption
28726	2015-03-30	Florida Church Van Crash Leaves Eight Dead, 10 Hurt
28727	2015-03-30	Airport anger: JetBlue outage fixed, but chain reaction delays flights around nation
28728	2015-03-30	G20 world leaders' data emailed to football organisers
28729	2015-03-30	Syria gets Russian arms under deals signed since conflict began – Assad
28730	2015-03-30	Police in LA search for missing Berkeley student
28731	2015-03-30	Strong quakes strike off South Pacific nation of Tonga
28732	2015-03-30	Honoring Ted Kennedy by inspiring tomorrow's leaders
28733	2015-03-30	8 dead, 10 injured in Florida church van crash, Highway Patrol says
28734	2015-03-30	Trevor Noah to Succeed Jon Stewart on 'The Daily Show'
28735	2015-03-30	JetBlue suffers major backups from 'IT outage'
28736	2015-03-30	'Schumerisms': How Harry Reid's likely successor will spar with Republicans
28737	2015-03-30	Australian official accidentally released passport info for Obama, 30 other world leaders, report says
28738	2015-03-30	Syrian Islamist Rebels Deal Blow to Assad With Capture of Idlib
28739	2015-03-30	'Fear the Walking Dead': First look at 'Walking Dead' spin-off
28740	2015-03-30	Obama guidance, press schedule, March 30, 2015. Ted Kennedy Senate Institute dedication
28741	2015-03-30	Former Israeli PM Olmert guilty of graft
28742	2015-03-30	Why Schumer is getting the big promotion
28743	2015-03-30	JetBlue computer outage leads to numerous flight delays
28744	2015-03-30	UC Berkeley student missing after leaving Los Angeles party
28745	2015-03-30	Robin Williams's wife and children take estate dispute to court
28746	2015-03-30	Netanyahu: P5+1 rewarding Iran for aggression, Israel first to be harmed - Diplomacy and Defense - Israel News
28747	2015-03-30	Church Van Crashes Into Canal, Killing 8 and Injuring 10
28748	2015-03-30	What Makes Indiana's Religious Freedom Law Different?
28749	2015-03-30	'The Daily Show' Names Trevor Noah as New Host
28750	2015-03-30	Jamie Foxx Blasted for 'Transphobic' Bruce Jenner Jokes
28751	2015-03-30	GNC reaches deal with NY AG over Herbal Plus products
28752	2015-03-30	Syria regime executed 15 prisoners before Idlib fall
28753	2015-03-30	President Barack Obama to Visit Kenya in July
28754	2015-03-30	With Trevor Noah, The Daily Show Goes for Change and Continuity
28755	2015-03-30	Why no one understands Indiana's new religious freedom law
28756	2015-03-30	JetBlue Computer Outage Causes Delays for Passengers
28757	2015-03-30	Shots fired after driver uses SUV to ram gates at NSA HQ
28758	2015-03-30	'You're Disgusting!': This Jamie Foxx Joke About Bruce Jenner Has Him in Hot ...
28759	2015-03-30	'Modi among 31 leaders to have personal details leaked at G20'
28760	2015-03-30	2 injured after driver tries to ram gate at Fort Meade, officials say
28761	2015-03-30	Trevor Noah to be Jon Stewart's 'The Daily Show' replacement
28762	2015-03-30	Latest on Boston Bombing Trial: Photo Shows Tsarnaev by Boy
28763	2015-03-30	Mo. spokesman kills self 1 month after GOP boss kills self
28764	2015-03-30	Australia accidentally disclosed world leader's passports
28765	2015-03-30	Indiana Lawmakers Will Push for Update to 'Religious Freedom' Law
28766	2015-03-30	Two injured in incident at NSA on Fort Meade campus
28767	2015-03-30	Trevor Noah to Succeed Jon Stewart as 'Daily Show' Host
28768	2015-03-30	5 things we learned from the Season 5 finale of 'The Walking Dead'
28769	2015-03-30	Jamie Foxx makes transphobic joke about Bruce Jenner
28770	2015-03-30	White House Looking Into Whether Australian Government Leaked Obama's ...
28771	2015-03-30	Another apparent suicide of Missouri state official: police
28772	2015-03-30	One shot dead at Fort Meade after trying to ram NSA gate
28773	2015-03-30	Germanwings Flight 9525 co-pilot was treated for 'suicidal tendencies,' say prosecutors
28774	2015-03-30	What you need to know about Indiana's 'religious freedom' law
28775	2015-03-30	Jamie Foxx slammed for 'transphobic' Bruce Jenner jokes
28776	2015-03-30	Germanwings copilot treated for 'suicidal tendencies' in past, officials say
28777	2015-03-30	Obama to Visit Kenya
28778	2015-03-30	Religious Freedom Restoration Act is No Way to Govern
28779	2015-03-30	A Mixed-Race Prodigy Takes Over the Oval Office—of American Comedy
28780	2015-03-30	Hernandez fiancée: He said it was 'important' to remove box
28781	2015-03-30	"Rep. Tammy Duckworth announces Senate bid: ""I will fight my heart out to represent you with honor and integrity"""
28782	2015-03-30	Robin Williams' wife, children headed to court over estate
28783	2015-03-30	Germanwings Crash Investigators Sorting Through Physical and Psychological Clues
28784	2015-03-30	Florida church mourns after 8 die in van crash
28785	2015-03-30	Indiana plans language to 'clarify' religious objections law
28786	2015-03-30	Duckworth Makes Video Announcement for 2016 Senate Bid
28787	2015-03-30	President Obama to visit Kenya
28788	2015-03-30	'The Walking Dead' Season 5 finale: What was shocking -- and what wasn't
28789	2015-03-30	With Final Intense Testimony, Prosecution Rests in Boston Marathon Bombing Trial
28790	2015-03-30	Conn. gov bans state-funded travel to Indiana due to new law
28791	2015-03-30	Intermission: A new 'Daily Show'
28792	2015-03-30	Obama returns to his father's Kenya homeland for first time since becoming president
28793	2015-03-30	Robin Williams' wife, children head to court in estate fight
28794	2015-03-30	9 Ways To Get Your Zombie Fix After 'The Walking Dead' Season Finale
28795	2015-03-30	Men dressed as women tried to force way onto Army base
28796	2015-03-30	Ind. Republicans on defensive over religious freedom law
28797	2015-03-30	South African Trevor Noah to replace Jon Stewart on 'The Daily Show'
28798	2015-03-30	2 former federal agents charged with stealing Bitcoin during Silk Road probe
28799	2015-03-30	Highway Patrol: 8 dead, 10 injured when Florida church van crashes
28800	2015-03-30	Tammy Duckworth Could Become the Senate's Second Female Combat Veteran
28801	2015-03-30	Assad: Syrian refugee crisis used as pretext for military intervention
28802	2015-03-30	What today's senators can learn from Ted Kennedy
28803	2015-03-30	Did Jamie Foxx's Bruce Jenner Jokes Cross The Line?
28804	2015-03-30	Obama plans first presidential trip to Kenya, father's homeland
28805	2015-03-30	Boston bombing trial prosecution case ends with victims' autopsies
28806	2015-03-30	Connecticut to Ban State-Funded Travel to Indiana Over Controversial Law
28807	2015-03-30	Dedicating Ted Kennedy institute, Obama recalls senator as bridge-builder
28808	2015-03-30	2 Ex-Federal Agents in Silk Road Case Are Charged With Fraud
28809	2015-03-30	Duckworth makes video announcement for 2016 Senate bid
28810	2015-03-30	South Africans Rejoice and Regret Trevor Noah's Ascension to the Daily Show
28811	2015-03-30	Jamie Foxx makes Bruce Jenner jokes, Internet reacts
28812	2015-03-30	Indiana plans to 'clarify' religious objections
28813	2015-03-30	DEA, Secret Service Agents Accused Of Stealing Bitcoins During Silk Road Investigation
28814	2015-03-30	25 things you need to know about Trevor Noah
28815	2015-03-30	McDonald's to Test All-Day Breakfast Soon
28816	2015-03-30	The Walking Dead's Understated End to an Epic Season — The Atlantic
28817	2015-03-30	Obama makes first trip to Kenya as President
28818	2015-03-30	Prosecutors Rest Case in Boston Marathon Bombing Trial
28819	2015-03-30	UPDATE 1-Former US agents charged for bitcoin theft during black market probe
28820	2015-03-30	Florida church van crash leaves 8 dead, 10 hurt
28821	2015-03-30	McMuffins for lunch? McDonald's flirts with all-day breakfast.
28822	2015-03-30	NEWS GUIDE: The gaps as Iran talks hit crunch time
28823	2015-03-30	Indiana 'Anti-LGBT' Law Boycott: After SB101 Signing, How Much Will 'Religious Freedom' Cost Local Businesses?
28824	2015-03-30	Federal agents charged with stealing digital currency
28825	2015-03-30	Obama, other dignitaries lionize Ted Kennedy and the Senate of the past
28826	2015-03-30	Church van crashes into canal, killing 8 and injuring 10
28827	2015-03-30	Egg McMuffins in the afternoon? McDonald's testing all-day breakfast
28828	2015-03-30	Boston Marathon Bombing Trial: Prosecution Rests
28829	2015-03-30	Robin Williams' wife, kids get 2 months to split possessions
28830	2015-03-30	Can new Senate institute honoring Ted Kennedy foster bipartisan cooperation?
28831	2015-03-30	John Doyle: Why The Daily Show's new host is ideal
28832	2015-03-30	McDonald's to test all-day breakfast beginning in April
28833	2015-03-30	The Walking Deads Andrew Lincoln on Rick Grimes Future: A Storm is Coming ...
28834	2015-03-30	Obama: Kennedy's spirit can help bridge partisan divide
28835	2015-03-30	Review: 'The Brothers' and the Boston Marathon Bombing
28836	2015-03-30	Progressives Thrilled That Durbin Will Seek Reelection as Senate Democratic Whip -- Here's Why
28837	2015-03-30	Fallout From Indiana's Religious Rights Law Continues
28838	2015-03-30	Obama to visit Kenya, birthplace of his father, for first time as president (+video)
28839	2015-03-30	McMuffins for dinner? McDonald's tests all-day breakfast
28840	2015-03-30	'Walking Dead' Season 5 closer sets new finale ratings record
28841	2015-03-30	Ted Kennedy Lives On: 'He Was My Friend,' Obama Says
28842	2015-03-30	Car that tried to crash NSA gate was stolen from Maryland hotel, police say
28843	2015-03-30	Catherine Cortez Masto, Nevada Latina Politician Who Could Replace Harry Reid
28844	2015-03-30	Agents stole bitcoins while investigating Silk Road: feds
28845	2015-03-30	'Walking Dead' Finale Q&A: Lennie James Talks Morgan's Return and Season 6
28846	2015-03-30	Palestinians, Israeli Arabs mark 'Land Day'
28847	2015-03-30	US ends Boston Marathon bomb case with grisly photos and testimony
28848	2015-03-30	In judging Iranian deal, the devil is not in the details - Diplomacy and Defense - Israel News
28849	2015-03-30	Kennedy Institute Unveils Replica of US Senate Chamber
28850	2015-03-30	Backlash to Indiana Law Shows Challenge Faced by GOP
28851	2015-03-30	Rush Limbaugh Doesn't Buy Harry Reid's Story Behind Serious Facial Injuries
28852	2015-03-30	McDonald's is trying all-day breakfast—again
28853	2015-03-30	Obama to visit Kenya, birthplace of his father, for first time as president (+video)
28854	2015-03-30	Who Is New 'Daily Show' Host Trevor Noah?
28855	2015-03-30	Indiana law: Does freedom of religion mean freedom to discriminate?
28856	2015-03-30	Who Will Come To Tsarnaev's Defense? 'They Got Nothing,' Expert Says
28857	2015-03-30	Senator Murray backs Schumer as next Senate Democrat leader
28858	2015-03-30	Missing UC soccer player victim of traffic accident
28859	2015-03-30	911 call released in church van crash
28860	2015-03-30	9 CEOs call on Indiana to modify 'religious freedom' law
28861	2015-03-30	Marathon bombing jurors see carnage photos, prosecutors rest
28862	2015-03-30	Joe Scarborough: Harry Reid Leaving Is A 'Big Trade Up' For America
28863	2015-03-30	Marco Rubio: 'I Will Announce On April 13'
28864	2015-03-30	Missing UC Berkeley soccer player was killed on freeway
28865	2015-03-30	Agents who investigated Silk Road accused of stealing bitcoins
28866	2015-03-30	McDonald's to Text Expanded Breakfast Hours
28867	2015-03-30	Newly Released Photo Shows Tsarnaev Behind Youngest Marathon Victim
28868	2015-03-30	NSA Campus Intruders Foiled as Police Shoot Dead One Person
28869	2015-03-30	The Senator From Searchlight
28870	2015-03-30	Chicago Mayor's Race Reverberates Nationally
28871	2015-03-30	Missing UC Berkeley soccer player killed by car after leaving frat party, police say
28872	2015-03-30	What Marco Rubio is doing on April 13th
28873	2015-03-30	Indiana law reveals GOP's challenge
28874	2015-03-30	Marathon bombing jurors see gruesome photos as prosecution rests; defense begins its case
28875	2015-03-30	Missing UC Berkeley soccer player was struck, killed on 10 Freeway
28876	2015-03-30	Rubio to announce whether he'll join 2016 race on April 13
28877	2015-03-30	'The Walking Dead': What's Next?
28878	2015-03-30	US pharmacists group asks members not to provide execution drugs
28879	2015-03-30	The Debate Over What Indiana's Religious Freedom Act Is Really About
28880	2015-03-30	Jurors Tearful As Prosecution Rests Case In Marathon Bombing Trial « CBS Boston
28881	2015-03-30	Iran Deal Unlikely Before March 31 as Russia Leaves Talks
28882	2015-03-30	1 Dead, 2 Injured In Shooting After Gate-Crashing Incident At NSA, Ft. Meade « CBS Baltimore
28883	2015-03-30	Murray backs Schumer to succeed Reid
28884	2015-03-30	Missing Cal soccer player struck, killed on LA freeway
28885	2015-03-30	Indiana religious freedom act: What's behind the law and the backlash
28886	2015-03-30	Israel, Arab world find common ground over Iran
28887	2015-03-30	In Iran talks, failure is an option
28888	2015-03-30	One dead, two hurt as vehicle tries to ram US spy agency gates
28889	2015-03-30	Missing UC Berkeley student killed running across LA freeway
28890	2015-03-30	Obama: Politicians should carry themselves more like Kennedy
28891	2015-03-30	Teen Faces Charges After Mocking Singapore's Founding Father on YouTube
28892	2015-03-30	Boston bombing jury hears of grisly deaths, defense calls first witness
28893	2015-03-30	Marco Rubio confirms presidential announcement date
28894	2015-03-30	Pharmacists' group discourages providing execution drugs
28895	2015-03-30	NSA: Car smashes into police vehicle at Fort Meade; 1 dead
28896	2015-03-30	Police: Missing college athlete died on Los Angeles freeway
28897	2015-03-30	Pharmacy Groups Balk at Supplying Lethal Injection Drugs
28898	2015-03-30	Marco Rubio to announce presidential decision on April 13
28899	2015-03-30	Fmr. Federal Agents From Md. Charged With Bitcoin Money Laundering, Wire Fraud « CBS Baltimore
28900	2015-03-30	GOP Presidential Hopefuls Back Indiana 'Religious Freedom' Law
28901	2015-03-30	Heavy fighting in Aden as Houthis make gains
28902	2015-03-30	Singapore police arrest teen for online criticism of Christianity
28903	2015-03-30	Marathon bombing jurors see autopsy photos, prosecutors rest
28904	2015-03-30	Missing UC Berkeley student killed running across LA freeway
28905	2015-03-30	Marco Rubio touts April 13 announcement for 'something'
28906	2015-03-30	Pharmacy association dissuades members from providing drugs for lethal injections
28907	2015-03-30	Rahm Emanuel Wants To Capitalize On Controversy In Neighboring Indiana
28908	2015-03-30	Local Singaporean teen arrested for posting anti-Lee Kuan Yew video
28909	2015-03-30	Marco Rubio's presidential run may launch with big announcement
28910	2015-03-30	US pharmacists discouraged from providing execution drugs
28911	2015-03-30	Indiana deals with new law backlash but criticism remains
28912	2015-03-30	Why White House cannot afford to ignore Yemen civil war (+video)
28913	2015-03-30	NSA shooting: One dead after car rams security gate
28914	2015-03-30	Silk Road investigators charged with bitcoin theft
28915	2015-03-30	Singapore teenager arrested for anti-Lee Kuan Yew video
28916	2015-03-30	Pharmacists' group discourages providing execution drugs
28917	2015-03-30	Maryland bounces Tennessee again, reaches Final Four
28918	2015-03-30	Jazz 104, Timberwolves 84: Patchwork lineup no match for Utah
28919	2015-03-30	Indiana law: Does freedom of religion mean freedom to discriminate? (+video)
28920	2015-03-30	Dozens killed in airstrike at refugee camp in Yemen
28921	2015-03-30	Police: Missing college athlete died on Los Angeles freeway
28922	2015-03-30	Singapore teen in court over video
28923	2015-03-30	The American Register – Pharmacists in the US discouraged to provide drugs for execution
28924	2015-03-30	Attorneys for Robin Williams's heirs spar in court over estate
28925	2015-03-30	Prosecution rests in Boston Marathon bombing trial. What's ahead for defense? (+video)
28926	2015-03-30	Pence answers critics, potential 2016 candidates respond to Indiana law
28927	2015-03-30	CNN Grills State Department Spox: Why Won't Iran Deal Be Like Failed North ...
28928	2015-03-30	Fmr. Federal Agents From Md. Charged With Bitcoin Money Laundering, Wire ...
28929	2015-03-30	UPDATE 1-Singapore teen face charges for insulting Lee Kuan Yew, Christians
28930	2015-03-30	Missing UC Berkeley soccer player Eloi Vasquez found dead Monday morning
28931	2015-03-30	Spokesman found dead month after Missouri auditor killed himself
28932	2015-03-30	IBM to Invest $3 Billion in Sensor-Data Unit
28933	2015-03-30	Robin Williams' wife, children given 2 months to settle spat
28934	2015-03-31	Indianapolis Star protests law on Tuesday's cover
28935	2015-03-31	Two Former Feds Accused of Stealing Around $1 Million in Silk Road Bust
28936	2015-03-31	Missing UC Berkeley soccer player found dead: police
28937	2015-03-31	Jay Z Just Launched His Own Music-Streaming Service Called Tidal
28938	2015-03-31	IBM to invest $3 billion in 'Internet of Things' unit
28939	2015-03-31	Here's a look at history of 'religious freedom' laws
28940	2015-03-31	Yemen civilian death toll mounts, as families flee Saudi-led air strikes
28941	2015-03-31	Singapore teen in court over anti-Lee Kuan Yew video
28942	2015-03-31	Heavy rains trigger flood fears in Kashmir; 17 dead
28943	2015-03-31	Tsarnaev's lawyers try to show brother in charge of bombing
28944	2015-03-31	Comics skewer apologetic Justin Bieber at celebrity roast
28945	2015-03-31	Jay Z bids for music streaming service
28946	2015-03-31	Saudi Arabia's young prince of politics goes to war in Yemen
28947	2015-03-31	Singapore charges teen for video attacking Lee, Christianity
28948	2015-03-31	Clinton Aides Laying Groundwork in New Hampshire and Iowa
28949	2015-03-31	Boston bombing jury weep as they hear of grisly death of 8-year-old victim
28950	2015-03-31	Violence wanes in Chicago, but fear looms over mayor's race
28951	2015-03-31	Iran and P5+1 in last-ditch effort for breakthrough, gaps still loom - Middle East - Israel News
28952	2015-03-31	News Analysis: Why Yemeni situation on tailspin - Xinhua
28953	2015-03-31	Singapore arrests teenager over video critical of Lee Kuan Yew
28954	2015-03-31	Colorado shooter's mom feels guilt over his mental illness
28955	2015-03-31	Tsarnaev's lawyers try to show brother in charge of bombing
28956	2015-03-31	3 reasons why Jay Z's new Tidal streaming service is stupid
28957	2015-03-31	IBM to invest $3 bln over next 4-yrs to establish Internet of Things unit
28958	2015-03-31	Envoy recalls evacuation drama
28959	2015-03-31	Singapore teen in court over anti-Lee Kuan Yew video
28960	2015-03-31	Ex-US agents charged with bitcoin theft during Silk Road probe
28961	2015-03-31	Soccer club teammates remember Vasquez as joyful player
28962	2015-03-31	The Funniest Moments From Justin Bieber's Comedy Central Roast
28963	2015-03-31	Crash pilot 'on suicide therapy'
28964	2015-03-31	Missouri auditor's spokesman also kills himself
28965	2015-03-31	PM Says Britain Needs To Take Cuts 'Medicine'
28966	2015-03-31	Jay Z, Beyoncé, Madonna and rich friends offer pricey Spotify alternative called ‘Tidal’
28967	2015-03-31	NFL announces penalties
28968	2015-03-31	Differences persist on deadline day for Iran nuke talks
28969	2015-03-31	Tourism agency responds to religious objection law
28970	2015-03-31	Saudi-led strikes again hit Yemen overnight
28971	2015-03-31	Close race between Jonathan and Buhari in tense Nigerian elections
28972	2015-03-31	Federal agents accused of stealing $1M in online currency
28973	2015-03-31	Spokesman for Missouri state auditor found dead 1 month after boss killed himself
28974	2015-03-31	Pharmacist group says members shouldn't aid in executions
28975	2015-03-31	Kashmir floods: All 16 bodies recovered, Jhelum below danger mark
28976	2015-03-31	1 killed at NSA gate after SUV didn't stop
28977	2015-03-31	Pharmacists' group discourages providing execution drugs
28978	2015-03-31	Jay Z just launched his own music streaming service
28979	2015-03-31	US Gives Iran Talks 50-50 Chance in Final Day
28980	2015-03-31	Indiana lawmakers hurry to 'clarify' religious freedom law amid protests
28981	2015-03-31	Questions remain in officer-involved shooting at NSA
28982	2015-03-31	Thai PM asks king's permission to lift martial law
28983	2015-03-31	Distillers: Stiff whiskey law stifles town's boozy revival
28984	2015-03-31	Comedy Central Justin Bieber roast isn't very well done
28985	2015-03-31	General election campaign 2015 – day two, live
28986	2015-03-31	Mohammedu Buhari on verge of claiming victory in Nigerian presidential elections
28987	2015-03-31	Shots fired in Virginia hospital, possibly during escape by prisoner: CBS News
28988	2015-03-31	Police: Auditor spokesman left note before apparent suicide
28989	2015-03-31	Distillers: Stiff whiskey law stifles town's boozy revival
28990	2015-03-31	Questions remain in officer-involved shooting at NSA
28991	2015-03-31	Cal soccer player died running across Los Angeles freeway
28992	2015-03-31	Away in Cambridge, a bridge spans the distance to Singapore, AsiaOne Singapore News
28993	2015-03-31	Is Mike Pence just like Presidents Obama and Clinton?
28994	2015-03-31	Iran atomic talks reach deadline day
28995	2015-03-31	Vote Count Continues in Nigerian Election
28996	2015-03-31	Why Martin O'Malley is running without laying a glove on Hillary
28997	2015-03-31	Malaysian Fish Seller to Hang for Killing 2 British Students
28998	2015-03-31	Cal soccer player died running across Los Angeles freeway
28999	2015-03-31	The Roast of Justin Bieber: Will Being Mocked By Martha Stewart Save Bieber's Career?
29000	2015-03-31	Arkansas and North Carolina are latest states to consider religious freedom bills
29001	2015-03-31	Nigeria opposition's Buhari ahead as vote count resumes
29002	2015-03-31	Terri Schiavo: 10 Years After Her Death 'End of Life' Debate Rages On
