	rank	word	text	happs	stdDev
1994	1995	seventeen	seventeen	6.22	1.5425
1995	1996	social	social	6.22	1.0359
1996	1997	styles	styles	6.22	1.016
1997	1998	supports	supports	6.22	1.5292
1998	1999	tech	tech	6.22	1.3293
1999	2000	thai	thai	6.22	1.3596
2000	2001	thoughts	thoughts	6.22	1.5425
2001	2002	today	today	6.22	1.4469
2002	2003	transformation	transformation	6.22	1.2982
2003	2004	treaty	treaty	6.22	1.3293
2004	2005	tribute	tribute	6.22	1.3596
2005	2006	aesthetic	aesthetic	6.21	1.5839
2006	2007	upside	upside	6.21	1.3832
2007	2008	behold	behold	6.2	1.4574
2008	2009	dough	dough	6.2	1.4574
2009	2010	sands	sands	6.2	1.5135
2010	2011	3-bedroom	3-bedroom	6.2	1.2617
2011	2012	actor	actor	6.2	1.3553
2012	2013	agreements	agreements	6.2	1.5649
2013	2014	arise	arise	6.2	1.1249
2014	2015	assured	assured	6.2	1.5649
2015	2016	bubble	bubble	6.2	1.5518
2016	2017	cereal	cereal	6.2	1.3997
2017	2018	definitely	definitely	6.2	1.4142
2018	2019	dime	dime	6.2	1.3553
2019	2020	engage	engage	6.2	1.3401
2020	2021	erected	erected	6.2	1.4846
2021	2022	estate	estate	6.2	1.666
2022	2023	ethical	ethical	6.2	1.3702
2023	2024	everybody	everybody	6.2	1.2122
2024	2025	faces	faces	6.2	1.4569
2025	2026	feeds	feeds	6.2	1.4708
2026	2027	haircut	haircut	6.2	1.5119
2027	2028	halo	halo	6.2	1.807
2028	2029	jacket	jacket	6.2	1.1249
2029	2030	joining	joining	6.2	1.1066
2030	2031	kingdom	kingdom	6.2	1.3248
2031	2032	lifted	lifted	6.2	1.2289
2032	2033	listened	listened	6.2	1.2778
2033	2034	meat	meat	6.2	2.1381
2034	2035	menu	menu	6.2	1.2936
2035	2036	nurse	nurse	6.2	1.2617
2036	2037	opening	opening	6.2	0.9258
2037	2038	pension	pension	6.2	2.0
2038	2039	phd	phd	6.2	1.5119
2039	2040	phones	phones	6.2	1.4286
2040	2041	plans	plans	6.2	1.0102
2041	2042	premier	premier	6.2	1.0498
2042	2043	proposals	proposals	6.2	1.6903
2043	2044	protein	protein	6.2	1.3093
2044	2045	providence	providence	6.2	1.7496
2045	2046	recommendations	recommendations	6.2	1.4142
2046	2047	sexual	sexual	6.2	1.4569
2047	2048	soda	soda	6.2	1.7379
2048	2049	spain	spain	6.2	1.6903
2049	2050	stable	stable	6.2	1.3702
2050	2051	succession	succession	6.2	1.2936
2051	2052	supporters	supporters	6.2	1.5779
2052	2053	taco	taco	6.2	1.7496
2053	2054	think	think	6.2	1.2936
2054	2055	trading	trading	6.2	1.2454
2055	2056	upward	upward	6.2	1.5119
2056	2057	yields	yields	6.2	1.4286
2057	2058	sailor	sailor	6.19	1.2272
2058	2059	dynamics	dynamics	6.19	1.3153
2059	2060	lyrical	lyrical	6.19	1.5527
2060	2061	copper	copper	6.18	1.603
2061	2062	realise	realise	6.18	1.2529
2062	2063	righteous	righteous	6.18	1.822
2063	2064	transformed	transformed	6.18	1.1488
2064	2065	venus	venus	6.18	1.5636
2065	2066	80s	80s	6.18	1.7106
2066	2067	advocates	advocates	6.18	1.4665
2067	2068	aha	aha	6.18	1.2567
2068	2069	ate	ate	6.18	1.4525
2069	2070	atlantic	atlantic	6.18	1.207
2070	2071	awareness	awareness	6.18	1.2887
2071	2072	balance	balance	6.18	1.6123
2072	2073	blonde	blonde	6.18	1.5996
2073	2074	burger	burger	6.18	2.3008
2074	2075	buyer	buyer	6.18	1.1551
2075	2076	certificate	certificate	6.18	1.1373
2076	2077	chances	chances	6.18	1.0437
2077	2078	chief	chief	6.18	1.1551
2078	2079	clearly	clearly	6.18	1.1192
2079	2080	cultural	cultural	6.18	1.1551
2080	2081	draws	draws	6.18	1.32
2081	2082	driving	driving	6.18	1.6499
2082	2083	duck	duck	6.18	1.3952
2083	2084	eagle	eagle	6.18	1.8811
2084	2085	emotions	emotions	6.18	1.7106
2085	2086	established	established	6.18	1.1726
2086	2087	experiments	experiments	6.18	1.5996
2087	2088	expression	expression	6.18	1.3045
2088	2089	fishing	fishing	6.18	1.826
2089	2090	fri	fri	6.18	2.0572
2090	2091	fully	fully	6.18	1.2237
2091	2092	informed	informed	6.18	1.3354
2092	2093	initiated	initiated	6.18	1.3805
2093	2094	italy	italy	6.18	1.4665
2094	2095	king	king	6.18	1.5609
2095	2096	land	land	6.18	1.3354
2096	2097	lion	lion	6.18	1.6123
2097	2098	miami	miami	6.18	1.746
2098	2099	midnight	midnight	6.18	1.4241
2099	2100	mineral	mineral	6.18	1.0039
2100	2101	nomination	nomination	6.18	1.207
2101	2102	oak	oak	6.18	1.4665
2102	2103	occasions	occasions	6.18	1.5077
2103	2104	philosophical	philosophical	6.18	1.3805
2104	2105	playlist	playlist	6.18	1.6123
2105	2106	profound	profound	6.18	1.5477
2106	2107	provided	provided	6.18	1.1899
2107	2108	resolution	resolution	6.18	1.2887
2108	2109	riding	riding	6.18	1.3952
2109	2110	safety	safety	6.18	1.7343
2110	2111	scientist	scientist	6.18	1.2887
2111	2112	she	she	6.18	1.5868
2112	2113	sight	sight	6.18	0.9833
2113	2114	spice	spice	6.18	1.7225
2114	2115	steady	steady	6.18	1.3354
2115	2116	survey	survey	6.18	1.5077
2116	2117	swiss	swiss	6.18	1.6499
2117	2118	t-shirt	t-shirt	6.18	1.4384
2118	2119	tiger	tiger	6.18	1.746
2119	2120	tomorrow	tomorrow	6.18	1.3805
2120	2121	tourist	tourist	6.18	1.4241
2121	2122	tournament	tournament	6.18	1.3805
2122	2123	trade	trade	6.18	1.0039
2123	2124	trains	trains	6.18	1.32
2124	2125	tune	tune	6.18	1.4241
2125	2126	victor	victor	6.18	1.7225
2126	2127	walking	walking	6.18	1.5609
2127	2128	wireless	wireless	6.18	1.5996
2128	2129	www	www	6.18	1.5609
2129	2130	yea	yea	6.18	1.6744
2130	2131	beds	beds	6.17	1.7177
2131	2132	preference	preference	6.17	0.9964
2132	2133	applying	applying	6.16	1.1609
2133	2134	crop	crop	6.16	1.2474
2134	2135	enable	enable	6.16	1.1963
2135	2136	interactions	interactions	6.16	1.1609
2136	2137	narrative	narrative	6.16	1.241
2137	2138	railway	railway	6.16	1.3439
2138	2139	afford	afford	6.16	1.2349
2139	2140	allowing	allowing	6.16	1.0947
2140	2141	automobile	automobile	6.16	1.3756
2141	2142	bands	bands	6.16	1.4619
2142	2143	boys	boys	6.16	1.2349
2143	2144	cds	cds	6.16	1.2014
2144	2145	christ	christ	6.16	2.3067
2145	2146	dictionary	dictionary	6.16	1.5696
2146	2147	downloads	downloads	6.16	1.1314
2147	2148	eagles	eagles	6.16	1.4479
2148	2149	engaged	engaged	6.16	1.9625
2149	2150	especially	especially	6.16	1.0174
2150	2151	fiction	fiction	6.16	1.4337
2151	2152	grocery	grocery	6.16	1.7304
2152	2153	hotel	hotel	6.16	1.5954
2153	2154	houses	houses	6.16	1.6333
2154	2155	hubby	hubby	6.16	1.7186
2155	2156	included	included	6.16	1.2993
2156	2157	lemon	lemon	6.16	1.3456
2157	2158	mellow	mellow	6.16	1.5301
2158	2159	minds	minds	6.16	1.2349
2159	2160	my	my	6.16	1.2835
2160	2161	own	own	6.16	1.9205
2161	2162	pacific	pacific	6.16	1.1843
2162	2163	people	people	6.16	1.5826
2163	2164	planning	planning	6.16	1.4619
2164	2165	polish	polish	6.16	1.3903
2165	2166	premium	premium	6.16	1.4479
2166	2167	providing	providing	6.16	1.2014
2167	2168	readers	readers	6.16	1.2349
2168	2169	rocked	rocked	6.16	1.4479
2169	2170	sausage	sausage	6.16	1.8223
2170	2171	south	south	6.16	1.6081
2171	2172	transportation	transportation	6.16	1.6826
2172	2173	turkey	turkey	6.16	1.8111
2173	2174	wed	wed	6.16	1.8223
2174	2175	wheels	wheels	6.16	1.2182
2175	2176	woods	woods	6.16	1.3303
2176	2177	yacht	yacht	6.16	1.3607
2177	2178	livin	livin	6.15	1.5977
2178	2179	believing	believing	6.14	1.5275
2179	2180	chemistry	chemistry	6.14	1.3994
2180	2181	continuous	continuous	6.14	1.1365
2181	2182	persons	persons	6.14	1.2748
2182	2183	seed	seed	6.14	1.3844
2183	2184	sheep	sheep	6.14	1.5411
2184	2185	successive	successive	6.14	1.4142
2185	2186	adult	adult	6.14	1.3403
2186	2187	amsterdam	amsterdam	6.14	1.4984
2187	2188	arises	arises	6.14	1.1068
2188	2189	arrived	arrived	6.14	1.3999
2189	2190	asleep	asleep	6.14	1.7498
2190	2191	aviation	aviation	6.14	1.3403
2191	2192	basketball	basketball	6.14	2.0899
2192	2193	browser	browser	6.14	1.0304
2193	2194	cathedral	cathedral	6.14	1.552
2194	2195	cd	cd	6.14	1.3554
2195	2196	cheek	cheek	6.14	1.5909
2196	2197	combination	combination	6.14	1.143
2197	2198	conscious	conscious	6.14	1.3852
2198	2199	cricket	cricket	6.14	1.6164
2199	2200	debut	debut	6.14	1.2618
2200	2201	dividends	dividends	6.14	1.552
2201	2202	drinking	drinking	6.14	1.7144
2202	2203	elizabeth	elizabeth	6.14	1.7263
2203	2204	eye	eye	6.14	1.4287
2204	2205	generate	generate	6.14	1.1608
2205	2206	granted	granted	6.14	1.8071
2206	2207	guests	guests	6.14	1.3852
2207	2208	huge	huge	6.14	1.7025
2208	2209	jumping	jumping	6.14	1.578
2209	2210	kindle	kindle	6.14	1.2456
2210	2211	launches	launches	6.14	1.125
2211	2212	mend	mend	6.14	1.2124
2212	2213	models	models	6.14	1.578
2213	2214	mutual	mutual	6.14	1.1068
2214	2215	offered	offered	6.14	1.3999
2215	2216	places	places	6.14	1.1608
2216	2217	plan	plan	6.14	1.2779
2217	2218	principles	principles	6.14	1.3999
2218	2219	recovering	recovering	6.14	1.3095
2219	2220	respectively	respectively	6.14	1.2124
2220	2221	restore	restore	6.14	1.1608
2221	2222	ride	ride	6.14	1.3852
2222	2223	rock	rock	6.14	1.2938
2223	2224	shirts	shirts	6.14	1.0304
2224	2225	sony	sony	6.14	1.3554
2225	2226	strategies	strategies	6.14	1.4429
2226	2227	strongly	strongly	6.14	1.2779
2227	2228	temple	temple	6.14	1.4144
2228	2229	thousands	thousands	6.14	1.0692
2229	2230	tonight	tonight	6.14	1.3403
2230	2231	trail	trail	6.14	1.143
2231	2232	twin	twin	6.14	1.2938
2232	2233	up	up	6.14	1.5254
2233	2234	updates	updates	6.14	1.2124
2234	2235	vagina	vagina	6.14	1.8071
2235	2236	yahoo	yahoo	6.14	1.738
2236	2237	receives	receives	6.13	1.4237
2237	2238	exclusively	exclusively	6.12	1.4385
2238	2239	writings	writings	6.12	1.6964
2239	2240	destiny	destiny	6.12	1.4525
2240	2241	outcomes	outcomes	6.12	1.4381
2241	2242	quicker	quicker	6.12	1.1481
2242	2243	boulevard	boulevard	6.12	1.2558
2243	2244	chapels	chapels	6.12	1.3192
2244	2245	consideration	consideration	6.12	1.272
2245	2246	digital	digital	6.12	1.4234
2246	2247	dish	dish	6.12	1.409
2247	2248	eat-in	eat-in	6.12	1.1542
2248	2249	ensure	ensure	6.12	1.3649
2249	2250	event	event	6.12	1.6492
2250	2251	everyone	everyone	6.12	1.2229
2251	2252	face	face	6.12	1.1718
2252	2253	focus	focus	6.12	1.0622
2253	2254	funds	funds	6.12	1.8254
2254	2255	garlic	garlic	6.12	1.6616
2255	2256	investing	investing	6.12	1.5471
2256	2257	keyboard	keyboard	6.12	1.3944
2257	2258	knows	knows	6.12	0.8953
2258	2259	leaf	leaf	6.12	1.3944
2259	2260	males	males	6.12	1.4658
2260	2261	maps	maps	6.12	1.1542
2261	2262	masters	masters	6.12	1.3346
2262	2263	networking	networking	6.12	1.2558
2263	2264	nursing	nursing	6.12	1.4658
2264	2265	patiently	patiently	6.12	1.507
2265	2266	proceeded	proceeded	6.12	1.3346
2266	2267	proceeding	proceeding	6.12	1.3944
2267	2268	profession	profession	6.12	1.1183
2268	2269	robot	robot	6.12	1.3192
2269	2270	snowing	snowing	6.12	2.1631
2270	2271	studied	studied	6.12	1.3037
2271	2272	study	study	6.12	1.6243
2272	2273	theme	theme	6.12	1.1718
2273	2274	toward	toward	6.12	1.1364
2274	2275	traditional	traditional	6.12	1.698
2275	2276	treasurer	treasurer	6.12	1.5205
2276	2277	university's	university's	6.12	1.4518
2277	2278	v-day	v-day	6.12	1.507
2278	2279	very	very	6.12	1.8913
2279	2280	voted	voted	6.12	1.2558
2280	2281	wii	wii	6.12	1.599
2281	2282	waving	waving	6.11	1.4481
2282	2283	extending	extending	6.1	1.2588
2283	2284	readily	readily	6.1	1.4475
2284	2285	mirrors	mirrors	6.1	1.3423
2285	2286	nearer	nearer	6.1	1.1769
2286	2287	nurses	nurses	6.1	1.9175
2287	2288	preserved	preserved	6.1	1.403
2288	2289	senses	senses	6.1	1.4895
2289	2290	aah	aah	6.1	1.5811
2290	2291	acknowledged	acknowledged	6.1	1.4321
2291	2292	beers	beers	6.1	2.2246
2292	2293	bentley	bentley	6.1	1.6933
2293	2294	brazil	brazil	6.1	1.359
2294	2295	cattle	cattle	6.1	1.3887
2295	2296	challenging	challenging	6.1	1.5419
2296	2297	check	check	6.1	1.5286
2297	2298	chili	chili	6.1	1.8544
2298	2299	citizens	citizens	6.1	1.5152
2299	2300	collection	collection	6.1	1.0738
2300	2301	comprehend	comprehend	6.1	1.594
2301	2302	customers	customers	6.1	1.0926
2302	2303	elected	elected	6.1	1.4178
2303	2304	electricity	electricity	6.1	1.6194
2304	2305	enters	enters	6.1	1.2817
2305	2306	essence	essence	6.1	1.1473
2306	2307	fab	fab	6.1	1.5152
2307	2308	forthcoming	forthcoming	6.1	1.0738
2308	2309	forward	forward	6.1	0.8391
2309	2310	guide	guide	6.1	1.165
2310	2311	herself	herself	6.1	1.1112
2311	2312	increasingly	increasingly	6.1	1.3439
2312	2313	info	info	6.1	1.2657
2313	2314	investments	investments	6.1	1.669
2314	2315	justification	justification	6.1	1.3439
2315	2316	karaoke	karaoke	6.1	1.9086
2316	2317	keeping	keeping	6.1	1.1112
2317	2318	know	know	6.1	1.3887
2318	2319	launched	launched	6.1	1.0351
2319	2320	life's	life's	6.1	1.3887
2320	2321	madame	madame	6.1	1.632
2321	2322	markets	markets	6.1	1.165
2322	2323	moments	moments	6.1	1.1112
2323	2324	nike	nike	6.1	1.3887
2324	2325	november	november	6.1	1.3439
2325	2326	open	open	6.1	1.359
2326	2327	oscar	oscar	6.1	1.7757
2327	2328	owner	owner	6.1	1.5419
2328	2329	practically	practically	6.1	1.233
2329	2330	precise	precise	6.1	1.5551
2330	2331	release	release	6.1	1.233
2331	2332	romans	romans	6.1	1.2657
2332	2333	security	security	6.1	1.632
2333	2334	shade	shade	6.1	1.6812
2334	2335	shoulders	shoulders	6.1	1.2164
2335	2336	soap	soap	6.1	1.0738
2336	2337	springfield	springfield	6.1	1.2495
2337	2338	start	start	6.1	1.5419
2338	2339	telecommunications	telecommunications	6.1	1.7053
2339	2340	tomorrow's	tomorrow's	6.1	1.165
2340	2341	trinity	trinity	6.1	1.488
2341	2342	western	western	6.1	1.359
2342	2343	window	window	6.1	1.4463
2343	2344	woof	woof	6.1	1.6444
2344	2345	yay	yay	6.1	1.9717
2345	2346	roam	roam	6.09	1.3646
2346	2347	dawning	dawning	6.08	1.4415
2347	2348	choir	choir	6.08	1.8009
2348	2349	crops	crops	6.08	1.6052
2349	2350	elvis	elvis	6.08	1.9878
2350	2351	significance	significance	6.08	1.2721
2351	2352	throne	throne	6.08	2.1099
2352	2353	velocity	velocity	6.08	1.0376
2353	2354	acquainted	acquainted	6.08	1.5497
2354	2355	ahead	ahead	6.08	1.3679
2355	2356	alright	alright	6.08	1.3068
2356	2357	audiences	audiences	6.08	1.0467
2357	2358	ball	ball	6.08	1.2262
2358	2359	belief	belief	6.08	1.4405
2359	2360	bff	bff	6.08	1.6015
2360	2361	boat	boat	6.08	1.4824
2361	2362	boots	boots	6.08	1.3679
2362	2363	california	california	6.08	1.5097
2363	2364	centuries	centuries	6.08	1.3377
2364	2365	cheaper	cheaper	6.08	1.7594
2365	2366	clue	clue	6.08	1.1753
2366	2367	coat	coat	6.08	1.2428
2367	2368	consensus	consensus	6.08	1.1753
2368	2369	contact	contact	6.08	0.9864
2369	2370	deserved	deserved	6.08	1.4961
2370	2371	drive	drive	6.08	1.5232
2371	2372	facebook	facebook	6.08	1.9361
2372	2373	freelance	freelance	6.08	1.4405
2373	2374	greek	greek	6.08	1.2591
2374	2375	grown	grown	6.08	1.2428
2375	2376	help	help	6.08	1.4686
2376	2377	housing	housing	6.08	1.4405
2377	2378	instant	instant	6.08	1.122
2378	2379	integrated	integrated	6.08	1.3068
2379	2380	introduction	introduction	6.08	1.0069
2380	2381	legit	legit	6.08	1.1753
2381	2382	ma	ma	6.08	2.0488
2382	2383	message	message	6.08	1.122
2383	2384	negotiate	negotiate	6.08	1.2752
2384	2385	neighbor	neighbor	6.08	1.3827
2385	2386	neighborhoods	neighborhoods	6.08	1.4686
2386	2387	numerous	numerous	6.08	1.1925
2387	2388	our	our	6.08	1.066
2388	2389	oven	oven	6.08	1.3679
2389	2390	picked	picked	6.08	1.2095
2390	2391	reached	reached	6.08	1.2591
2391	2392	recognize	recognize	6.08	1.4119
2392	2393	recognized	recognized	6.08	1.3068
2393	2394	rider	rider	6.08	1.4263
2394	2395	shows	shows	6.08	1.0467
2395	2396	significantly	significantly	6.08	0.9655
2396	2397	specialist	specialist	6.08	1.5365
2397	2398	suggestions	suggestions	6.08	1.14
2398	2399	superior	superior	6.08	1.5232
2399	2400	tempo	tempo	6.08	1.3068
2400	2401	tourists	tourists	6.08	1.5097
2401	2402	ups	ups	6.08	1.6517
2402	2403	validity	validity	6.08	1.1578
2403	2404	vehicle	vehicle	6.08	1.4546
2404	2405	votes	votes	6.08	1.5758
2405	2406	theories	theories	6.06	1.4507
2406	2407	associations	associations	6.06	1.5733
2407	2408	attachment	attachment	6.06	1.5194
2408	2409	fluid	fluid	6.06	1.2317
2409	2410	shells	shells	6.06	1.5057
2410	2411	1970s	1970s	6.06	1.4486
2411	2412	adults	adults	6.06	1.3001
2412	2413	advocacy	advocacy	6.06	1.2521
2413	2414	bella	bella	6.06	1.2191
2414	2415	brazilian	brazilian	6.06	1.4486
2415	2416	bueno	bueno	6.06	1.5572
2416	2417	certain	certain	6.06	1.4626
2417	2418	certainly	certainly	6.06	1.3463
2418	2419	combinations	combinations	6.06	1.2357
2419	2420	composed	composed	6.06	1.2521
2420	2421	composition	composition	6.06	1.1851
2421	2422	couch	couch	6.06	1.2022
2422	2423	created	created	6.06	1.6088
2423	2424	creek	creek	6.06	1.4902
2424	2425	dimes	dimes	6.06	1.2191
2425	2426	distinct	distinct	6.06	1.2357
2426	2427	equal	equal	6.06	1.9526
2427	2428	facts	facts	6.06	1.0956
2428	2429	flight	flight	6.06	1.834
2429	2430	gaze	gaze	6.06	1.4902
2430	2431	goodman	goodman	6.06	1.1323
2431	2432	harbor	harbor	6.06	1.4486
2432	2433	hey	hey	6.06	1.634
2433	2434	historian	historian	6.06	1.4626
2434	2435	host	host	6.06	1.3614
2435	2436	icon	icon	6.06	1.2683
2436	2437	influences	influences	6.06	1.2191
2437	2438	instruments	instruments	6.06	1.7072
2438	2439	landmark	landmark	6.06	1.0184
2439	2440	large	large	6.06	1.2683
2440	2441	latest	latest	6.06	1.3614
2441	2442	leads	leads	6.06	1.0956
2442	2443	legs	legs	6.06	1.3001
2443	2444	liverpool	liverpool	6.06	1.5572
2444	2445	magazines	magazines	6.06	1.4486
2445	2446	membership	membership	6.06	1.0184
2446	2447	muscle	muscle	6.06	1.3311
2447	2448	nation	nation	6.06	1.5039
2448	2449	outlets	outlets	6.06	1.0382
2449	2450	overseas	overseas	6.06	1.5308
2450	2451	peanut	peanut	6.06	1.3311
2451	2452	personal	personal	6.06	1.2191
2452	2453	photoshop	photoshop	6.06	1.5308
2453	2454	preparation	preparation	6.06	1.3614
2454	2455	quantities	quantities	6.06	1.3001
2455	2456	racing	racing	6.06	1.7427
2456	2457	reflection	reflection	6.06	1.3911
2457	2458	representation	representation	6.06	1.2843
2458	2459	respective	respective	6.06	1.3157
2459	2460	see	see	6.06	1.0577
2460	2461	servings	servings	6.06	1.4057
2461	2462	shoes	shoes	6.06	1.544
2462	2463	slim	slim	6.06	1.4902
2463	2464	sports	sports	6.06	2.2352
2464	2465	starring	starring	6.06	1.3001
2465	2466	straight	straight	6.06	1.0577
2466	2467	talk	talk	6.06	1.0577
2467	2468	towns	towns	6.06	1.1502
2468	2469	updated	updated	6.06	1.2357
2469	2470	wood	wood	6.06	1.2521
2470	2471	solving	solving	6.04	1.7377
2471	2472	bridges	bridges	6.04	1.5133
2472	2473	climbing	climbing	6.04	1.3838
2473	2474	geographical	geographical	6.04	1.4572
2474	2475	skirt	skirt	6.04	2.0712
2475	2476	1960s	1960s	6.04	1.7492
2476	2477	academy	academy	6.04	1.3395
2477	2478	accompanying	accompanying	6.04	1.4422
2478	2479	acquired	acquired	6.04	1.5113
2479	2480	acting	acting	6.04	1.5113
2480	2481	alumni	alumni	6.04	1.0294
2481	2482	america's	america's	6.04	1.4563
2482	2483	approaches	approaches	6.04	1.3087
2483	2484	bass	bass	6.04	1.6898
2484	2485	beginning	beginning	6.04	1.1599
2485	2486	bringing	bringing	6.04	1.1421
2486	2487	campus	campus	6.04	1.6157
2487	2488	casino	casino	6.04	2.04
2488	2489	choices	choices	6.04	1.4422
2489	2490	contributed	contributed	6.04	1.2115
2490	2491	exact	exact	6.04	1.2282
2491	2492	expand	expand	6.04	1.1421
2492	2493	express	express	6.04	0.9026
2493	2494	fave	fave	6.04	1.4702
2494	2495	feliz	feliz	6.04	1.4841
2495	2496	folks	folks	6.04	1.3547
2496	2497	fund	fund	6.04	1.1241
2497	2498	furniture	furniture	6.04	1.1599
2498	2499	groove	groove	6.04	1.2115
2499	2500	hair	hair	6.04	1.3991
2500	2501	hint	hint	6.04	1.5903
2501	2502	installed	installed	6.04	1.0294
2502	2503	interactive	interactive	6.04	1.3845
2503	2504	kitchen	kitchen	6.04	1.6898
2504	2505	melbourne	melbourne	6.04	1.428
2505	2506	mind	mind	6.04	1.2771
2506	2507	numbers	numbers	6.04	1.1421
2507	2508	perspective	perspective	6.04	1.0294
2508	2509	points	points	6.04	1.4702
2509	2510	prevention	prevention	6.04	1.2282
2510	2511	professor	professor	6.04	1.4563
2511	2512	prospective	prospective	6.04	1.2115
2512	2513	prospects	prospects	6.04	1.0683
2513	2514	purple	purple	6.04	1.5248
2514	2515	purpose	purpose	6.04	1.1599
2515	2516	replied	replied	6.04	0.9681
2516	2517	sauce	sauce	6.04	1.3991
2517	2518	signing	signing	6.04	1.4841
2518	2519	sofa	sofa	6.04	1.3547
2519	2520	supplies	supplies	6.04	1.3991
2520	2521	tops	tops	6.04	1.0872
2521	2522	transport	transport	6.04	1.293
2522	2523	union	union	6.04	1.3991
2523	2524	visible	visible	6.04	0.8797
2524	2525	vocal	vocal	6.04	1.5513
2525	2526	washington	washington	6.04	1.2115
2526	2527	words	words	6.04	1.1945
2527	2528	xp	xp	6.04	1.5113
2528	2529	carriage	carriage	6.02	1.2289
2529	2530	beings	beings	6.02	1.2498
2530	2531	colored	colored	6.02	1.7379
2531	2532	considerations	considerations	6.02	1.4067
2532	2533	nearest	nearest	6.02	1.2498
2533	2534	porch	porch	6.02	1.6006
2534	2535	relate	relate	6.02	1.5206
2535	2536	seventeenth	seventeenth	6.02	1.1813
2536	2537	vibe	vibe	6.02	1.4789
2537	2538	1980's	1980's	6.02	1.7437
2538	2539	acres	acres	6.02	1.3169
2539	2540	aircraft	aircraft	6.02	1.4068
2540	2541	amen	amen	6.02	1.8789
2541	2542	basket	basket	6.02	1.0784
2542	2543	blog	blog	6.02	1.4068
2543	2544	cards	cards	6.02	1.3013
2544	2545	celebrity	celebrity	6.02	1.7082
2545	2546	christians	christians	6.02	2.0151
2546	2547	concepts	concepts	6.02	1.2856
2547	2548	content	content	6.02	1.6224
2548	2549	creates	creates	6.02	1.4356
2549	2550	delivery	delivery	6.02	1.4356
2550	2551	developing	developing	6.02	1.0971
2551	2552	doll	doll	6.02	1.943
2552	2553	download	download	6.02	1.3476
2553	2554	eggs	eggs	6.02	1.9948
2554	2555	engineers	engineers	6.02	1.1337
2555	2556	essential	essential	6.02	0.8919
2556	2557	fixed	fixed	6.02	1.0593
2557	2558	float	float	6.02	1.4068
2558	2559	fridge	fridge	6.02	1.1156
2559	2560	fund-raising	fund-raising	6.02	1.7437
2560	2561	inn	inn	6.02	1.237
2561	2562	jam	jam	6.02	2.0252
2562	2563	japanese	japanese	6.02	1.5713
2563	2564	male	male	6.02	1.3626
2564	2565	monetary	monetary	6.02	1.3923
2565	2566	native	native	6.02	1.4068
2566	2567	newspapers	newspapers	6.02	1.4637
2567	2568	objectives	objectives	6.02	1.237
2568	2569	pregnancy	pregnancy	6.02	2.2451
2569	2570	presence	presence	6.02	1.0593
2570	2571	production	production	6.02	1.2036
2571	2572	programs	programs	6.02	1.6349
2572	2573	pub	pub	6.02	1.6962
2573	2574	quick	quick	6.02	1.6349
2574	2575	rare	rare	6.02	1.7201
2575	2576	records	records	6.02	1.2856
2576	2577	retire	retire	6.02	1.8012
2577	2578	simple	simple	6.02	1.4637
2578	2579	sophisticated	sophisticated	6.02	1.7553
2579	2580	teams	teams	6.02	1.1692
2580	2581	totally	totally	6.02	1.1156
2581	2582	try	try	6.02	0.9366
2582	2583	unwind	unwind	6.02	1.846
2583	2584	voting	voting	6.02	1.3775
2584	2585	walk	walk	6.02	1.5451
2585	2586	will	will	6.02	1.3013
2586	2587	windows	windows	6.02	1.3923
2587	2588	wondering	wondering	6.02	1.3476
2588	2589	writes	writes	6.02	1.3775
2589	2590	xoxo	xoxo	6.02	1.7082
2590	2591	rains	rains	6.01	1.8722
2591	2592	1990's	1990's	6.0	1.5779
2592	2593	act	act	6.0	1.2936
2593	2594	adapted	adapted	6.0	1.4142
2594	2595	alliance	alliance	6.0	1.6537
2595	2596	allow	allow	6.0	1.4708
2596	2597	applicable	applicable	6.0	1.0302
2597	2598	archives	archives	6.0	1.4425
2598	2599	attend	attend	6.0	0.9689
2599	2600	attending	attending	6.0	1.1066
2600	2601	automatic	automatic	6.0	1.4732
2601	2602	automatically	automatically	6.0	1.5584
2602	2603	avatar	avatar	6.0	1.6288
2603	2604	beans	beans	6.0	1.6537
2604	2605	beliefs	beliefs	6.0	1.5138
2605	2606	bien	bien	6.0	1.4428
2606	2607	biggest	biggest	6.0	1.3248
2607	2608	brew	brew	6.0	1.633
2608	2609	brook	brook	6.0	1.6413
2609	2610	cambridge	cambridge	6.0	1.4846
2610	2611	concentrations	concentrations	6.0	1.2882
2611	2612	conscience	conscience	6.0	1.3401
2612	2613	continent	continent	6.0	1.2289
2613	2614	crimson	crimson	6.0	1.5138
2614	2615	eighteenth	eighteenth	6.0	1.4142
2615	2616	exactly	exactly	6.0	1.7143
2616	2617	extend	extend	6.0	0.9035
2617	2618	favor	favor	6.0	2.0603
2618	2619	finale	finale	6.0	1.6162
2619	2620	find	find	6.0	1.5779
2620	2621	fireplace	fireplace	6.0	1.8844
2621	2622	fixing	fixing	6.0	1.069
2622	2623	glance	glance	6.0	1.178
2623	2624	global	global	6.0	1.4846
2624	2625	ha	ha	6.0	1.5649
2625	2626	hands	hands	6.0	1.4846
2626	2627	heating	heating	6.0	1.5779
2627	2628	indeed	indeed	6.0	1.1952
2628	2629	integral	integral	6.0	1.3093
2629	2630	itunes	itunes	6.0	1.8952
2630	2631	japan	japan	6.0	1.3093
2631	2632	jenny	jenny	6.0	1.6811
2632	2633	king's	king's	6.0	1.8626
2633	2634	lawn	lawn	6.0	1.2289
